"spkid","full_name","name","neo","pha","diameter","e","a","q","i","om","w","ma","ad","tp"
20488515,"488515 (2001 FE90)",,Y,Y,,0.4952,1.935,0.977,8.81,98.38,145.42,256.64,2.89,2460882.75
20488789,"488789 (2004 XK50)",,Y,Y,1.039,0.6886,1.451,0.452,38.23,94.05,104.02,88.88,2.45,2460442.87
20489486,"489486 (2007 GS3)",,Y,Y,,0.1291,1.061,0.924,15.09,215.39,61.07,306.17,1.20,2460660.20
20490354,"490354 (2009 FF19)",,Y,Y,,0.4092,1.213,0.717,0.56,84.88,244.81,127.29,1.71,2460428.01
20490581,"490581 (2009 WZ104)",,Y,Y,0.237,0.1927,0.8553,0.690,9.84,263.25,10.56,71.51,1.02,2460543.11
20494658,"494658 (2000 UG11)",,Y,Y,,0.5718,1.929,0.826,8.91,223.91,240.87,322.34,3.03,2460702.86
20494690,"494690 (2004 JQ1)",,Y,Y,,0.4500,1.193,0.656,32.83,77.05,272.66,168.24,1.73,2460377.96
20494697,"494697 (2004 SW55)",,Y,Y,,0.3340,1.428,0.951,8.79,75.12,352.85,241.22,1.90,2460806.07
20494710,"494710 (2005 MO13)",,Y,Y,,0.4108,0.8636,0.509,6.32,176.57,250.22,251.77,1.22,2460688.62
20494975,"494975 (2009 WO106)",,Y,Y,,0.3853,1.374,0.845,17.35,281.69,134.68,105.64,1.90,2460427.85
20494999,"494999 (2010 JU39)",,Y,Y,,0.5461,0.9191,0.417,36.22,95.16,311.38,294.11,1.42,2460659.41
20495187,"495187 (2012 VO76)",,Y,Y,,0.2150,1.204,0.945,36.95,229.47,297.36,272.72,1.46,2460717.54
20496005,"496005 (2007 XJ16)",,Y,Y,,0.5563,2.258,1.002,6.23,309.06,32.99,32.92,3.51,2460487.17
20496013,"496013 (2008 EL6)",,Y,Y,,0.4810,1.728,0.897,13.14,177.66,38.41,93.80,2.56,2460384.31
20496816,"496816 (1989 UP)",,Y,Y,0.3,0.4722,1.862,0.982,3.85,53.16,17.82,256.52,2.74,2460867.17
20496817,"496817 (1989 VB)",,Y,Y,0.4,0.4601,1.862,1.005,2.18,37.85,330.92,278.40,2.72,2460810.83
20496860,"496860 (1999 XL136)",,Y,Y,,0.6465,1.819,0.643,8.91,269.97,275.47,28.38,3.00,2460529.85
20496901,"496901 (2001 HB)",,Y,Y,,0.6940,1.314,0.402,9.28,195.82,238.00,260.14,2.23,2460753.09
20497117,"497117 (2004 FU4)",,Y,Y,,0.2639,1.26,0.928,23.25,31.56,46.31,296.47,1.59,2460691.68
20499582,"499582 (2010 TH19)",,Y,Y,0.461,0.3101,1.464,1.010,6.83,254.20,201.50,277.30,1.92,2460749.18
20500080,"500080 (2011 WV134)",,Y,Y,,0.6753,2.795,0.907,6.02,157.64,25.90,250.63,4.68,2461119.05
20503861,"503861 (1998 WZ1)",,Y,Y,,0.5566,2.163,0.959,4.31,344.84,137.37,35.72,3.37,2460485.18
20503941,"503941 (2003 UV11)",,Y,Y,0.260,0.7626,1.453,0.345,5.93,31.78,124.95,324.10,2.56,2460664.33
20504034,"504034 (2005 UJ159)",,Y,Y,,0.8317,3.343,0.563,35.61,80.25,95.79,26.44,6.12,2460436.53
20504256,"504256 (2006 VD13)",,Y,Y,,0.4837,1.948,1.006,11.71,313.94,162.89,185.93,2.89,2461080.70
20504680,"504680 (2009 EO2)",,Y,Y,,0.4807,1.712,0.889,11.48,264.63,220.60,2.81,2.53,2460594.11
20504800,"504800 (2010 CO1)",,Y,Y,0.380,0.2179,1.013,0.792,24.02,351.56,252.71,78.84,1.23,2460518.98
20505178,"505178 (2012 TV78)",,Y,Y,,0.5488,1.816,0.819,7.47,251.75,244.94,268.57,2.81,2460827.48
20505657,"505657 (2014 SR339)",,Y,Y,0.971,0.3038,1.299,0.905,29.79,138.74,299.64,217.16,1.69,2460815.18
20506074,"506074 Svarog (2015 UM67)",Svarog,Y,Y,0.665,0.6874,1.558,0.487,6.01,150.02,132.27,247.70,2.63,2460822.02
20506491,"506491 (2003 UW29)",,Y,Y,,0.8386,1.17,0.189,3.76,196.48,55.27,255.96,2.15,2460734.02
20506732,"506732 (2006 VW2)",,Y,Y,,0.2944,1.236,0.872,10.05,229.77,299.68,290.05,1.60,2460698.02
20506859,"506859 (2007 VW137)",,Y,Y,,0.7348,2.236,0.593,5.83,297.40,247.48,351.64,3.88,2460628.88
20507716,"507716 (2013 UP8)",,Y,Y,,0.6191,2.535,0.966,47.83,55.16,187.36,318.58,4.10,2460770.11
20508774,"508774 (1999 JE1)",,Y,Y,,0.7017,1.323,0.395,20.91,53.06,302.74,214.12,2.25,2460825.80
20508908,"508908 (2003 YX1)",,Y,Y,,0.2670,0.8797,0.645,5.76,89.62,223.14,197.32,1.11,2460736.68
20508967,"508967 (2004 VC17)",,Y,Y,,0.8109,1.895,0.358,20.40,229.17,65.16,247.56,3.43,2460898.12
20509191,"509191 (2006 OC5)",,Y,Y,,0.6521,2.402,0.836,4.74,149.09,245.80,305.36,3.97,2460806.82
20509352,"509352 (2007 AG)",,Y,Y,,0.3741,0.7206,0.451,11.95,283.22,5.71,192.55,0.99,2460704.43
20509456,"509456 (2007 LF)",,Y,Y,,0.4198,1.682,0.976,6.99,239.39,333.92,359.45,2.39,2460601.71
20509821,"509821 (2008 WQ63)",,Y,Y,,0.6071,1.734,0.681,0.92,317.08,229.02,308.58,2.79,2460719.63
20509935,"509935 (2009 QL8)",,Y,Y,,0.5409,1.931,0.887,4.24,84.47,339.66,202.68,2.98,2461028.86
20510055,"510055 (2010 FH81)",,Y,Y,0.200,0.2105,1.226,0.968,16.80,84.60,158.31,223.80,1.48,2460788.00
20510529,"510529 (2012 EY11)",,Y,Y,,0.1508,1.148,0.975,9.02,167.58,238.88,185.06,1.32,2460818.94
20511008,"511008 (2013 PX6)",,Y,Y,1.647,0.6515,2.597,0.905,13.66,187.37,229.70,225.56,4.29,2461171.40
20511684,"511684 (2015 BN509)",,Y,Y,0.315,0.5685,1.007,0.434,4.15,120.08,143.20,166.20,1.58,2460430.15
20512234,"512234 (2015 VO66)",,Y,Y,,0.6000,0.9522,0.381,14.02,64.46,219.30,291.01,1.52,2460665.54
20513126,"513126 (1998 QP)",,Y,Y,,0.5826,1.786,0.745,9.35,326.43,78.46,325.88,2.83,2460683.10
20513171,"513171 (2004 MD6)",,Y,Y,,0.5630,0.9509,0.416,29.32,263.84,231.46,47.22,1.49,2460556.07
20513312,"513312 (2007 DM41)",,Y,Y,,0.5278,1.181,0.558,2.26,1.70,274.49,211.78,1.80,2460793.60
20513489,"513489 (2009 EV)",,Y,Y,,0.5235,1.728,0.824,17.00,138.55,250.28,25.45,2.63,2460541.83
20514150,"514150 (2015 KJ57)",,Y,Y,,0.4039,1.559,0.929,2.63,14.40,336.45,239.72,2.19,2460838.05
20514568,"514568 (1994 RC)",,Y,Y,,0.6036,2.264,0.897,4.76,344.25,286.54,313.52,3.63,2460761.12
20514596,"514596 (2003 FG)",,Y,Y,,0.7150,1.241,0.354,15.66,6.98,312.92,166.36,2.13,2460367.02
20515767,"515767 (2015 JA2)",,Y,Y,,0.3491,1.034,0.673,16.42,126.60,246.26,233.79,1.39,2460735.11
20516154,"516154 (2016 CL32)",,Y,Y,,0.4601,1.543,0.833,12.21,123.49,292.95,214.31,2.25,2460883.91
20516155,"516155 (2016 DP)",,Y,Y,,0.4771,1.023,0.535,13.33,54.36,254.01,32.94,1.51,2460565.94
20517103,"517103 (2013 EM20)",,Y,Y,,0.3179,1.371,0.935,8.36,73.88,350.16,157.18,1.81,2460344.41
20517681,"517681 (2015 DE198)",,Y,Y,,0.5832,2.063,0.860,12.26,33.23,218.11,50.47,3.27,2460448.78
20518640,"518640 (2008 KZ5)",,Y,Y,,0.4545,1.844,1.006,8.36,142.55,194.42,160.69,2.68,2460192.37
20518678,"518678 (2008 UZ94)",,Y,Y,,0.5725,2.191,0.937,30.25,248.22,159.72,322.94,3.45,2460722.47
20518810,"518810 (2010 CF19)",,Y,Y,0.083,0.2700,1.193,0.871,7.18,154.71,265.31,142.87,1.52,2460411.58
20518847,"518847 (2010 DM)",,Y,Y,,0.8399,2.081,0.333,5.00,140.75,221.04,8.79,3.83,2460573.75
20522684,"522684 (2016 JP)",,Y,Y,,0.3836,0.9939,0.613,11.33,202.55,255.63,264.69,1.38,2460696.32
20523589,"523589 (2001 HA4)",,Y,Y,1.851,0.7934,2.69,0.556,17.18,354.01,95.66,134.96,4.82,2459996.31
20523598,"523598 (2003 ED50)",,Y,Y,,0.5470,1.416,0.642,33.72,173.48,94.01,258.77,2.19,2460773.62
20523606,"523606 (2005 CJ)",,Y,Y,,0.5256,1.75,0.830,1.08,357.82,81.99,203.33,2.67,2460968.36
20523609,"523609 (2005 PJ2)",,Y,Y,,0.6594,1.198,0.408,17.42,326.43,128.89,169.53,1.99,2460374.91
20523623,"523623 (2008 CB22)",,Y,Y,,0.6533,2.365,0.820,7.27,51.17,33.42,227.64,3.91,2461089.00
20523630,"523630 (2009 OG)",,Y,Y,,0.8586,2.706,0.383,48.39,309.33,114.20,137.74,5.03,2459978.51
20523650,"523650 (2011 GQ61)",,Y,Y,,0.4121,1.59,0.935,65.16,333.51,155.09,279.23,2.25,2460764.82
20523654,"523654 (2011 SR5)",,Y,Y,,0.7057,1.178,0.347,29.13,180.10,305.55,36.93,2.01,2460552.58
20523656,"523656 (2011 WO4)",,Y,Y,,0.4977,1.738,0.873,60.94,225.18,235.99,206.67,2.60,2460956.82
20523662,"523662 (2012 MU2)",,Y,Y,,0.5138,2.055,0.999,11.22,250.30,16.60,64.04,3.11,2460409.06
20523664,"523664 (2012 OD1)",,Y,Y,0.346,0.5029,0.8288,0.412,42.26,303.73,224.36,191.12,1.25,2460729.78
20523685,"523685 (2014 DN112)",,Y,Y,,0.4939,1.848,0.935,4.30,260.18,145.91,143.77,2.76,2460233.93
20523732,"523732 (2014 PG51)",,Y,Y,,0.4528,1.206,0.660,3.79,275.74,294.16,311.74,1.75,2460665.33
20523775,"523775 (2014 YB35)",,Y,Y,0.279,0.4833,1.877,0.970,12.64,3.72,188.64,256.67,2.78,2460870.08
20523788,"523788 (2015 FP118)",,Y,Y,,0.5497,2.121,0.955,2.68,201.34,108.16,1.51,3.29,2460595.77
20523804,"523804 (2000 YF29)",,Y,Y,,0.3713,1.492,0.938,6.30,124.74,28.10,355.90,2.05,2460608.07
20523808,"523808 (2007 ML24)",,Y,Y,,0.3584,0.7588,0.487,33.43,281.87,201.50,287.12,1.03,2460649.38
20523813,"523813 (2008 VB1)",,Y,Y,,0.2751,1.278,0.926,10.32,50.35,136.98,264.03,1.63,2460741.19
20523814,"523814 (2008 WN2)",,Y,Y,,0.3118,1.418,0.976,3.75,227.09,283.40,95.98,1.86,2460436.08
20523816,"523816 (2009 ST103)",,Y,Y,0.851,0.7184,2.701,0.760,15.74,226.45,234.66,126.30,4.64,2460031.80
20523818,"523818 (2010 SH13)",,Y,Y,,0.1370,1.206,1.041,13.86,190.58,11.02,13.99,1.37,2460581.70
20523820,"523820 (2011 GN44)",,Y,Y,,0.5976,2.245,0.903,55.01,16.93,319.39,307.31,3.59,2460780.32
20523934,"523934 (1998 FF14)",,Y,Y,,0.3123,1.253,0.862,38.69,359.83,301.12,251.74,1.64,2460754.62
20523950,"523950 (1998 SZ27)",,Y,Y,,0.5068,0.9051,0.446,23.64,166.68,47.73,182.41,1.36,2460755.66
20524475,"524475 (2002 KJ4)",,Y,Y,,0.5570,2.271,1.006,27.92,75.52,155.48,207.24,3.54,2461130.85
20524522,"524522 Zoozve (2002 VE68)",Zoozve,Y,Y,,0.4102,0.7236,0.427,9.04,231.47,355.41,48.01,1.02,2460570.52
20524594,"524594 (2003 NW1)",,Y,Y,,0.6432,2.424,0.865,6.16,265.02,118.89,207.85,3.98,2461183.14
20525229,"525229 (2004 UU1)",,Y,Y,,0.2732,1.226,0.891,29.97,217.76,113.63,295.27,1.56,2460689.65
20525231,"525231 (2004 VB)",,Y,Y,,0.4090,1.459,0.862,10.86,52.35,71.61,77.99,2.06,2460461.09
20525268,"525268 (2004 XL14)",,Y,Y,,0.4104,0.7595,0.448,21.46,85.60,157.59,202.64,1.07,2460706.19
20525356,"525356 (2005 BG14)",,Y,Y,,0.7275,1.993,0.543,21.68,94.91,281.04,24.82,3.44,2460529.65
20525484,"525484 (2005 GL)",,Y,Y,,0.3063,1.056,0.733,15.90,43.61,265.35,278.68,1.38,2460690.06
20526587,"526587 (2006 TB)",,Y,Y,,0.3245,1.562,1.055,27.57,169.30,180.99,93.49,2.07,2460415.34
20526670,"526670 (2006 UL217)",,Y,Y,,0.3486,1.43,0.932,9.92,45.18,310.12,201.09,1.93,2460876.26
20526878,"526878 (2007 FE)",,Y,Y,,0.4570,1.794,0.974,7.00,122.62,135.21,90.40,2.61,2460380.15
20527715,"527715 (2007 YQ56)",,Y,Y,,0.2881,1.141,0.812,26.45,276.00,273.09,213.19,1.47,2460782.04
20528159,"528159 (2008 HS3)",,Y,Y,,0.2255,1.35,1.046,8.17,227.69,5.04,166.33,1.65,2460335.75
20528804,"528804 (2009 BJ58)",,Y,Y,,0.7127,1.849,0.531,13.02,131.14,85.94,61.52,3.17,2460443.52
20529366,"529366 (2009 WM1)",,Y,Y,,0.1689,1.181,0.981,25.77,240.25,162.64,241.67,1.38,2460754.49
20529668,"529668 (2010 JL33)",,Y,Y,1.778,0.7350,2.677,0.709,5.38,52.45,309.89,70.72,4.65,2460286.12
20529753,"529753 (2010 MF1)",,Y,Y,0.363,0.5882,2.498,1.029,9.10,286.94,27.84,212.69,3.97,2461190.59
20529951,"529951 (2010 UD)",,Y,Y,,0.2640,1.098,0.808,26.29,23.74,262.26,130.20,1.39,2460448.55
20530085,"530085 (2010 XC11)",,Y,Y,,0.8492,2.519,0.380,9.12,94.09,121.47,139.28,4.66,2460035.67
20530520,"530520 (2011 LT17)",,Y,Y,,0.2874,1.1,0.784,20.90,83.45,270.62,146.20,1.42,2460429.43
20530974,"530974 (2012 BN11)",,Y,Y,,0.3950,1.457,0.882,4.36,153.71,69.77,39.68,2.03,2460529.66
20531060,"531060 (2012 DJ61)",,Y,Y,,0.5153,0.9176,0.445,53.63,346.27,311.96,21.87,1.39,2460581.00
20531277,"531277 (2012 MM11)",,Y,Y,,0.6479,2.113,0.744,3.18,245.42,124.24,341.40,3.48,2460658.48
20531899,"531899 (2013 BE19)",,Y,Y,,0.2974,0.9113,0.640,31.01,309.26,311.97,65.21,1.18,2460542.95
20531914,"531914 (2013 BW76)",,Y,Y,,0.5337,2.058,0.960,40.36,58.22,0.56,350.41,3.16,2460629.24
20531944,"531944 (2013 CU83)",,Y,Y,,0.1829,1.285,1.050,10.34,303.33,18.84,176.89,1.52,2460339.21
20533011,"533011 (2014 AY28)",,Y,Y,,0.2826,1.425,1.023,5.71,169.57,22.73,71.50,1.83,2460477.05
20533372,"533372 (2014 GG17)",,Y,Y,,0.3525,1.367,0.885,39.15,195.28,239.58,297.85,1.85,2460701.26
20533671,"533671 (2014 LJ21)",,Y,Y,,0.8956,2.889,0.302,24.28,126.58,302.90,51.35,5.48,2460344.65
20533722,"533722 (2014 NE52)",,Y,Y,0.701,0.6585,2.385,0.815,3.86,54.52,337.61,256.99,3.96,2460985.56
20535844,"535844 (2015 BY310)",,Y,Y,,0.4008,1.587,0.951,4.79,328.41,229.53,277.70,2.22,2460767.43
20536531,"536531 (2015 DV215)",,Y,Y,,0.4027,1.538,0.919,13.20,13.92,41.37,73.05,2.16,2460459.09
20537395,"537395 (2015 LG2)",,Y,Y,,0.1817,1.26,1.031,21.29,133.11,188.91,179.81,1.49,2460342.62
20538212,"538212 (2016 CA136)",,Y,Y,0.654,0.7812,2.032,0.444,1.26,239.74,125.01,18.73,3.62,2460545.48
20539063,"539063 (2016 MK1)",,Y,Y,,0.7160,1.5,0.426,10.78,178.30,240.70,94.81,2.57,2460423.70
20549948,"549948 (2011 WL2)",,Y,Y,,0.2834,1.078,0.772,14.13,212.91,88.85,275.83,1.38,2460696.03
20551685,"551685 (2013 HT15)",,Y,Y,,0.4229,1.101,0.635,2.92,23.28,315.92,265.36,1.57,2460711.45
20576763,"576763 (2012 UR136)",,Y,Y,,0.4607,1.916,1.033,6.06,87.51,202.78,238.36,2.80,2460927.88
20585310,"585310 (2017 YZ1)",,Y,Y,,0.3351,1.328,0.883,20.87,277.70,298.49,99.80,1.77,2460445.57
20605070,"605070 (2016 BT39)",,Y,Y,,0.5382,1.968,0.909,8.96,174.97,203.19,80.29,3.03,2460375.56
20606441,"606441 (2017 YT5)",,Y,Y,,0.4192,1.796,1.043,36.47,133.53,197.04,46.85,2.55,2460486.06
20612012,"612012 (1983 LC)",,Y,Y,,0.7146,2.603,0.743,1.56,159.69,184.90,270.70,4.46,2460981.08
20612050,"612050 (1997 GL3)",,Y,Y,,0.7844,2.27,0.489,6.68,194.34,262.58,23.62,4.05,2460518.54
20612098,"612098 (1999 RM45)",,Y,Y,,0.6446,1.684,0.599,10.89,162.63,88.91,215.47,2.77,2460920.93
20612143,"612143 (2000 BO28)",,Y,Y,,0.6003,1.699,0.679,6.34,319.73,303.41,1.98,2.72,2460596.05
20612227,"612227 (2001 QC34)",,Y,Y,,0.1876,1.129,0.917,6.24,271.45,215.47,332.57,1.34,2460633.87
20612267,"612267 (2001 SG286)",,Y,Y,,0.3474,1.358,0.886,7.77,241.11,56.28,236.56,1.83,2460798.75
20612326,"612326 (2002 CD14)",,Y,Y,,0.5793,1.779,0.748,2.89,127.60,141.32,149.31,2.81,2460241.03
20612337,"612337 (2002 EY2)",,Y,Y,,0.4866,1.725,0.886,21.73,343.39,51.10,67.64,2.56,2460444.98
20612342,"612342 (2002 FC)",,Y,Y,,0.6660,2.822,0.942,6.76,50.10,195.23,249.51,4.70,2461131.90
20612348,"612348 (2002 GZ8)",,Y,Y,,0.6402,2.821,1.015,5.32,309.75,161.48,287.59,4.63,2460948.50
20612356,"612356 (2002 JX8)",,Y,Y,,0.3057,0.7699,0.535,4.31,68.52,338.12,244.41,1.01,2460679.72
20612358,"612358 (2002 JE9)",,Y,Y,,0.4165,1.066,0.622,8.77,199.83,255.90,201.66,1.51,2460777.31
20612380,"612380 (2002 PF43)",,Y,Y,,0.3662,1.644,1.042,13.86,142.74,191.63,185.67,2.25,2460973.23
20612509,"612509 (2002 UK11)",,Y,Y,,0.5753,1.324,0.562,5.37,69.18,84.54,107.30,2.09,2460434.72
20612522,"612522 (2002 VP69)",,Y,Y,,0.5270,2.019,0.955,10.12,306.83,189.04,202.97,3.08,2461057.70
20612536,"612536 (2003 AA3)",,Y,Y,,0.2893,1.421,1.010,13.78,106.38,347.03,311.80,1.83,2460683.33
20612780,"612780 (2004 MD)",,Y,Y,,0.5365,1.917,0.889,9.77,85.39,124.28,255.42,2.95,2460882.22
20612786,"612786 (2004 PJ2)",,Y,Y,,0.3421,1.418,0.933,2.58,317.10,281.78,23.99,1.90,2460559.41
20612813,"612813 (2004 RF84)",,Y,Y,,0.6038,2.164,0.858,23.29,344.52,122.61,71.76,3.47,2460368.69
20612856,"612856 (2004 TP1)",,Y,Y,,0.3892,1.291,0.789,7.49,30.02,87.86,182.75,1.79,2460864.37
20612901,"612901 (2004 XP14)",,Y,Y,,0.1586,1.052,0.885,32.95,281.01,273.74,54.12,1.22,2460541.25
20612924,"612924 (2005 CL)",,Y,Y,,0.7547,1.986,0.487,4.45,318.37,298.57,338.02,3.49,2460662.95
20612989,"612989 (2005 LW39)",,Y,Y,,0.7156,1.988,0.566,28.47,251.45,275.19,341.28,3.41,2460653.75
20613286,"613286 (2005 YQ96)",,Y,Y,,0.3336,0.7434,0.495,22.23,282.66,340.14,314.69,0.99,2460629.96
20613403,"613403 (2006 GB)",,Y,Y,,0.1795,0.9585,0.786,10.07,183.68,242.92,8.63,1.13,2460592.28
20613450,"613450 (2006 PY17)",,Y,Y,,0.6404,1.895,0.682,2.85,309.91,133.19,303.70,3.11,2460749.56
20613569,"613569 (2006 TU7)",,Y,Y,,0.4703,0.8513,0.451,2.95,91.35,69.22,242.73,1.25,2460693.95
20613714,"613714 (2007 DL41)",,Y,Y,,0.4765,1.457,0.763,4.67,150.72,140.23,286.02,2.15,2460732.53
20613726,"613726 (2007 EF)",,Y,Y,0.260,0.4101,0.8203,0.484,21.73,158.34,226.04,348.52,1.16,2460609.16
20613986,"613986 (2008 JG)",,Y,Y,,0.2959,1.051,0.740,7.92,128.74,242.35,324.38,1.36,2460639.47
20614134,"614134 (2008 TC4)",,Y,Y,,0.5544,0.7804,0.348,10.65,212.54,324.35,320.86,1.21,2460627.88
20614433,"614433 (2009 KK)",,Y,Y,,0.4552,1.502,0.818,18.21,68.12,247.34,95.41,2.19,2460422.24
20614470,"614470 Flordeneu (2009 ST19)",Flordeneu,Y,Y,,0.5949,2.361,0.956,6.73,0.13,336.93,59.52,3.77,2460381.46
20618350,"618350 (2021 PS2)",,Y,Y,,0.4735,1.554,0.818,7.92,163.29,79.01,257.34,2.29,2460802.26
20619106,"619106 (2005 SQ)",,Y,Y,,0.5748,1.654,0.703,1.20,317.11,294.98,28.92,2.61,2460538.07
20619920,"619920 (2006 KY86)",,Y,Y,,0.6486,2.294,0.806,7.47,222.29,321.65,114.32,3.78,2460197.56
20620055,"620055 (2003 BK47)",,Y,Y,,0.7062,2.749,0.808,20.66,138.78,235.34,318.54,4.69,2460792.20
20620056,"620056 (2004 UR1)",,Y,Y,,0.6164,2.175,0.835,4.08,250.92,73.45,99.22,3.52,2460277.47
20620063,"620063 (2009 DH39)",,Y,Y,,0.6001,1.849,0.739,53.69,155.39,68.25,58.35,2.96,2460451.66
20620066,"620066 (2010 SC41)",,Y,Y,,0.6068,1.866,0.734,0.25,235.53,267.58,142.47,3.00,2460232.16
20620071,"620071 (2011 WN15)",,Y,Y,,0.8580,1.217,0.173,33.43,75.55,218.57,249.46,2.26,2460751.03
20620082,"620082 (2014 QL433)",,Y,Y,,0.7170,2.092,0.592,4.43,322.63,260.62,158.82,3.59,2460113.07
20620084,"620084 (2014 WD201)",,Y,Y,,0.5026,2.095,1.042,8.47,105.68,199.82,158.22,3.15,2460113.60
20620085,"620085 (2014 WG365)",,Y,Y,,0.3333,1.296,0.864,25.12,71.31,111.13,155.10,1.73,2460368.42
20620092,"620092 (2015 HB10)",,Y,Y,,0.5716,1.853,0.794,5.70,6.12,79.69,346.91,2.91,2460634.00
20620094,"620094 (2016 AJ193)",,Y,Y,1.374,0.8163,3.261,0.599,22.57,331.16,82.14,185.53,5.92,2461643.19
20620095,"620095 (2016 CB194)",,Y,Y,,0.6322,2.512,0.924,9.88,48.47,325.74,119.35,4.10,2460118.43
20620096,"620096 Curupira (2016 HL)",Curupira,Y,Y,,0.6157,1.813,0.697,5.15,232.69,252.07,195.15,2.93,2461008.76
20620099,"620099 (2016 OP5)",,Y,Y,,0.4523,1.616,0.885,8.24,79.52,291.04,338.29,2.35,2460645.74
20620100,"620100 (2016 WJ1)",,Y,Y,,0.5031,1.34,0.666,2.89,81.99,87.77,345.15,2.01,2460623.87
20620103,"620103 (2018 LC3)",,Y,Y,,0.5479,1.346,0.608,44.36,111.17,76.26,55.37,2.08,2460512.78
20620107,"620107 (2020 XK7)",,Y,Y,,0.5593,2.012,0.887,8.08,197.59,26.95,81.97,3.14,2460363.16
20621890,"621890 (2011 PO1)",,Y,Y,,0.6346,2.515,0.919,5.74,210.64,166.79,98.78,4.11,2460200.76
20627157,"627157 (2008 OX1)",,Y,Y,,0.2776,1.206,0.871,29.74,304.82,281.35,138.09,1.54,2460414.91
20657084,"657084 (2016 GT220)",,Y,Y,,0.3799,1.608,0.997,23.65,3.09,27.02,244.19,2.22,2460840.04
20660096,"660096 (1998 SL36)",,Y,Y,,0.4181,1.391,0.809,19.06,353.08,116.80,253.30,1.97,2460778.06
20666729,"666729 (2010 TV149)",,Y,Y,,0.5188,1.699,0.818,9.79,78.58,42.90,76.23,2.58,2460429.18
20667255,"667255 (2011 EG17)",,Y,Y,,0.4188,1.38,0.802,20.11,170.10,241.55,210.56,1.96,2460846.36
20668949,"668949 (2012 PP28)",,Y,Y,,0.6067,1.989,0.782,5.67,254.05,133.68,100.32,3.20,2460314.92
20669051,"669051 (2012 SD22)",,Y,Y,,0.5727,1.964,0.839,7.91,140.22,313.83,105.48,3.09,2460305.93
20669555,"669555 (2012 YQ1)",,Y,Y,,0.5627,1.998,0.874,5.15,120.01,42.26,50.22,3.12,2460456.61
20671294,"671294 (2014 JO25)",,Y,Y,,0.8867,2.066,0.234,25.16,30.28,49.91,201.55,3.90,2461077.89
20671970,"671970 (2014 QO296)",,Y,Y,,0.4701,1.835,0.973,10.94,193.51,30.72,59.12,2.70,2460451.37
20672457,"672457 (2014 UR116)",,Y,Y,,0.7278,2.07,0.564,6.57,5.81,286.96,142.70,3.58,2460169.27
20672745,"672745 (2014 WV363)",,Y,Y,,0.5158,1.846,0.894,5.53,77.95,210.03,18.13,2.80,2460554.36
20673011,"673011 (2015 AR45)",,Y,Y,,0.7013,1.385,0.414,9.23,114.35,239.63,38.07,2.36,2460537.52
20673713,"673713 (2015 FQ117)",,Y,Y,,0.6205,0.8606,0.327,4.55,293.85,63.12,178.08,1.39,2460456.26
20674590,"674590 (2015 RH2)",,Y,Y,,0.2666,1.218,0.893,5.36,332.38,115.37,210.05,1.54,2460804.99
20675603,"675603 (2015 XE352)",,Y,Y,,0.3891,1.335,0.816,2.05,45.18,225.54,45.42,1.85,2460529.39
20678413,"678413 (2017 SV20)",,Y,Y,,0.3054,1.303,0.905,22.73,110.86,119.66,52.25,1.70,2460521.63
20678715,"678715 (2017 VV14)",,Y,Y,,0.8450,2.24,0.347,15.89,77.93,234.76,48.24,4.13,2460436.40
20678927,"678927 (2018 BP)",,Y,Y,,0.3977,1.557,0.938,3.33,183.28,216.51,197.14,2.18,2460921.44
20678976,"678976 (2018 EH4)",,Y,Y,,0.6126,2.06,0.798,6.19,2.83,75.23,104.41,3.32,2460287.25
20679440,"679440 (2019 GT2)",,Y,Y,,0.5108,1.84,0.900,6.74,88.38,343.89,158.02,2.78,2460200.48
20679655,"679655 (2020 BS12)",,Y,Y,,0.7457,1.49,0.379,4.63,311.97,90.29,241.41,2.60,2460819.38
20679656,"679656 (2020 BP13)",,Y,Y,,0.3525,1.568,1.015,8.14,208.99,357.32,93.49,2.12,2460414.32
20679786,"679786 (2020 QG3)",,Y,Y,,0.5654,2.089,0.908,7.43,186.56,229.76,113.31,3.27,2460253.43
20679814,"679814 (2020 TH5)",,Y,Y,,0.3985,1.425,0.857,4.60,175.77,326.46,54.43,1.99,2460506.58
20679885,"679885 (2021 NQ5)",,Y,Y,,0.4937,1.611,0.816,1.42,115.35,299.07,166.37,2.41,2460255.21
20686964,"686964 (2011 GM44)",,Y,Y,,0.5191,0.7817,0.376,49.33,10.82,37.53,308.26,1.19,2460636.78
20696513,"696513 (2016 NL56)",,Y,Y,,0.5450,1.407,0.640,4.60,340.90,87.43,270.79,2.17,2460751.51
20712200,"712200 (2014 SM143)",,Y,Y,,0.4226,1.206,0.696,24.21,28.81,89.64,153.82,1.72,2460393.91
20719194,"719194 (2018 PL23)",,Y,Y,,0.7870,1.567,0.334,14.35,178.29,293.68,341.87,2.80,2460636.59
3012393,"       (1979 XB)",,Y,Y,,0.7084,2.228,0.650,24.73,86.06,75.58,346.32,3.81,2444267.67
3002856,"       (1991 GO)",,Y,Y,,0.6541,1.926,0.666,9.55,23.96,89.75,214.92,3.19,2460994.00
3012398,"       (1994 CJ1)",,Y,Y,,0.3255,1.491,1.005,2.31,172.01,65.37,255.84,1.98,2460792.83
3012399,"       (1994 EK)",,Y,Y,,0.6386,2.151,0.777,6.04,332.83,99.44,279.51,3.52,2460858.12
