"spkid","full_name","name","neo","pha","diameter","e","a","q","i","om","w","ma","ad","tp"
3267565,"       (2005 CU61)",,Y,N,,0.7299,1.747,0.472,5.63,308.67,85.27,24.52,3.02,2453359.07
3267783,"       (2005 DD)",,Y,Y,,0.5681,1.934,0.835,7.32,157.14,252.32,150.59,3.03,2460189.46
3273445,"       (2005 DO)",,Y,N,,0.6351,2.462,0.899,9.26,53.12,170.68,4.38,4.03,2460583.32
3273446,"       (2005 EA)",,Y,Y,,0.6394,1.301,0.469,14.06,346.87,298.89,26.69,2.13,2460560.30
3273453,"       (2005 EZ)",,Y,N,,0.4864,2.338,1.201,10.56,214.32,288.25,177.43,3.47,2459957.13
3273458,"       (2005 EP1)",,Y,N,,0.7700,0.8923,0.205,16.30,344.39,328.04,297.33,1.58,2453487.09
3273459,"       (2005 ES1)",,Y,N,,0.2954,1.356,0.955,1.86,164.69,315.15,23.73,1.76,2453395.48
3273482,"       (2005 ET2)",,Y,N,,0.6057,2.194,0.865,5.72,333.76,268.38,334.31,3.52,2453520.18
3273481,"       (2005 EU2)",,Y,N,,0.3534,1.508,0.975,4.58,191.04,24.15,188.43,2.04,2460922.76
3273495,"       (2005 EB30)",,Y,N,,0.4870,2.109,1.082,6.76,167.93,22.70,352.70,3.14,2453456.19
3273522,"       (2005 EN30)",,Y,N,,0.2958,1.675,1.179,20.40,344.29,196.30,352.62,2.17,2453452.72
3273523,"       (2005 EO30)",,Y,N,,0.1620,1.227,1.028,14.04,347.60,192.10,151.04,1.43,2460392.15
3273524,"       (2005 EO33)",,Y,Y,,0.5729,1.968,0.841,4.61,289.74,158.48,22.48,3.10,2453378.52
3273785,"       (2005 EL70)",,Y,N,,0.9331,2.445,0.164,16.68,167.57,220.25,10.72,4.73,2453396.91
3273784,"       (2005 EM70)",,Y,N,,0.3893,1.605,0.980,18.33,348.16,134.96,19.66,2.23,2453397.94
3273786,"       (2005 EN70)",,Y,N,,0.3673,1.782,1.127,46.13,175.66,10.38,84.70,2.44,2460396.14
3273789,"       (2005 EO70)",,Y,N,,0.6464,3.16,1.117,24.33,4.11,209.03,180.08,5.20,2461626.00
3273790,"       (2005 EQ70)",,Y,N,,0.4762,2.399,1.256,6.26,68.98,105.31,92.91,3.54,2460250.30
3273787,"       (2005 ER70)",,Y,N,,0.2229,1.224,0.951,6.83,349.50,236.34,131.26,1.50,2460420.12
3273783,"       (2005 ET70)",,Y,N,,0.8288,2.129,0.364,5.50,83.56,326.13,18.48,3.89,2453383.25
3273791,"       (2005 EC71)",,Y,N,,0.4965,2.171,1.093,38.90,170.45,1.45,359.41,3.25,2453442.43
3273833,"       (2005 EH94)",,Y,N,,0.2651,1.214,0.892,6.14,348.97,254.90,311.42,1.54,2453506.45
3273967,"       (2005 EQ95)",,Y,N,,0.5357,1.689,0.784,2.43,195.70,252.75,358.73,2.59,2460603.32
3273968,"       (2005 ER95)",,Y,N,,0.1589,1.223,1.029,3.34,175.85,8.52,166.60,1.42,2460371.90
3273969,"       (2005 ES95)",,Y,N,,0.5351,2.014,0.936,7.59,167.88,51.02,346.29,3.09,2453480.25
3273970,"       (2005 ET95)",,Y,N,,0.4169,1.861,1.085,24.79,357.26,104.65,292.62,2.64,2460774.05
3273971,"       (2005 EU95)",,Y,N,,0.3559,1.179,0.760,24.38,163.69,115.80,49.15,1.60,2460536.63
3273972,"       (2005 EV95)",,Y,N,,0.4630,1.632,0.876,33.89,176.68,69.95,333.52,2.39,2453496.51
3274163,"       (2005 EE169)",,Y,N,,0.5590,2.25,0.992,1.34,159.97,51.26,285.85,3.51,2460854.40
3274164,"       (2005 EG169)",,Y,N,,0.4668,1.421,0.758,11.74,169.72,91.41,170.50,2.08,2460307.44
3274165,"       (2005 EJ169)",,Y,N,,0.5704,2.016,0.866,8.63,359.08,120.20,14.50,3.17,2453401.37
3274166,"       (2005 EL169)",,Y,N,,0.1664,1.443,1.203,11.84,353.21,172.25,119.57,1.68,2460390.28
3274167,"       (2005 EM169)",,Y,N,,0.7353,2.852,0.755,10.93,348.23,115.05,9.18,4.95,2453398.63
3274302,"       (2005 EW169)",,Y,Y,,0.5685,2.384,1.029,1.51,223.45,221.92,152.88,3.74,2460029.63
3274303,"       (2005 EX169)",,Y,N,,0.1105,1.234,1.098,14.91,174.14,352.14,5.81,1.37,2453435.41
3274304,"       (2005 EY169)",,Y,N,,0.2326,1.307,1.003,20.88,346.88,227.82,9.85,1.61,2460585.57
3274305,"       (2005 EZ169)",,Y,N,,0.2153,1.317,1.033,2.75,175.82,353.62,351.25,1.60,2460613.92
3274489,"       (2005 EZ223)",,Y,N,,0.5404,1.755,0.806,3.93,5.83,97.70,22.58,2.70,2453395.25
3274491,"       (2005 ED224)",,Y,N,,0.6599,1.911,0.650,31.90,170.53,277.28,19.85,3.17,2453392.31
3274493,"       (2005 FA)",,Y,N,,0.6238,2.175,0.818,4.04,174.01,62.67,26.01,3.53,2460515.87
3274691,"       (2005 FC)",,Y,N,,0.2709,0.9181,0.669,12.82,0.12,310.84,343.52,1.17,2460615.21
3274690,"       (2005 FE)",,Y,N,,0.4922,2.323,1.179,6.03,22.73,177.16,182.26,3.47,2461238.93
3274693,"       (2005 FG)",,Y,N,,0.2130,1.122,0.883,3.88,355.37,272.37,109.47,1.36,2460468.53
3274696,"       (2005 FJ)",,Y,N,,0.0649,1.09,1.019,10.04,173.92,316.43,38.89,1.16,2453401.61
3274695,"       (2005 FK)",,Y,N,,0.4112,1.526,0.898,5.92,164.05,79.34,112.52,2.15,2460385.32
3274905,"       (2005 FN)",,Y,N,,0.3301,0.9332,0.625,3.75,177.25,120.88,175.93,1.24,2460439.58
3274999,"       (2005 FV2)",,Y,N,,0.7235,2.167,0.599,19.36,31.55,43.24,66.33,3.74,2460385.79
3275203,"       (2005 FE3)",,Y,Y,,0.5316,2.117,0.991,13.11,90.53,145.17,113.65,3.24,2460245.45
3275508,"       (2005 GH)",,Y,N,,0.4770,2.18,1.140,20.28,189.48,306.37,48.65,3.22,2460441.65
3275506,"       (2005 GJ)",,Y,N,,0.4205,1.811,1.050,9.63,38.87,195.91,347.49,2.57,2460631.45
3275511,"       (2005 GT)",,Y,N,,0.3595,1.584,1.015,7.45,13.47,208.76,346.71,2.15,2453489.39
3275512,"       (2005 GU)",,Y,Y,,0.6146,1.552,0.598,25.05,26.88,275.80,2.74,2.51,2460595.13
3275513,"       (2005 GL1)",,Y,N,,0.5302,2.482,1.166,3.29,189.24,20.80,333.86,3.80,2460704.21
3275514,"       (2005 GJ8)",,Y,Y,,0.5511,1.766,0.793,3.39,252.56,214.84,142.64,2.74,2460260.74
3275673,"       (2005 GY8)",,Y,Y,,0.6739,2.046,0.667,2.83,179.60,103.51,213.87,3.43,2461034.49
3275973,"       (2005 GM22)",,Y,N,,0.4537,1.967,1.075,20.93,193.94,336.71,39.93,2.86,2460488.76
3275974,"       (2005 GN22)",,Y,N,,0.2065,1.286,1.021,2.20,187.71,18.37,140.64,1.55,2460392.33
3275976,"       (2005 GP33)",,Y,N,,0.5842,2.423,1.008,7.38,22.50,142.54,7.74,3.84,2453440.89
3275977,"       (2005 GQ33)",,Y,N,,0.7291,2.33,0.631,1.55,73.54,36.58,14.03,4.03,2453416.88
3275978,"       (2005 GR33)",,Y,N,,0.3844,0.7784,0.479,27.99,22.67,334.65,15.40,1.08,2460589.77
3276097,"       (2005 GB34)",,Y,N,,0.2949,1.414,0.997,20.28,17.80,161.74,233.01,1.83,2460817.04
3276216,"       (2005 GO59)",,Y,N,,0.7307,1.798,0.484,5.34,68.11,13.86,65.54,3.11,2460440.18
3276397,"       (2005 GD60)",,Y,Y,,0.3743,1.33,0.832,9.90,199.05,100.10,208.51,1.83,2460836.25
3276439,"       (2005 GF81)",,Y,N,,0.5561,2.42,1.074,4.51,346.74,263.80,47.84,3.77,2460417.79
3276440,"       (2005 GG81)",,Y,N,,0.5001,2.113,1.056,3.64,21.46,184.56,358.76,3.17,2453475.36
3276441,"       (2005 GH81)",,Y,Y,,0.5444,1.947,0.887,11.72,19.59,118.54,84.20,3.01,2460368.47
3276443,"       (2005 GX110)",,Y,N,,0.3139,1.59,1.091,21.41,23.01,152.39,13.77,2.09,2453443.50
3276444,"       (2005 GZ110)",,Y,N,,0.4331,1.663,0.943,10.92,193.19,61.04,14.26,2.38,2460569.47
3276446,"       (2005 GX119)",,Y,N,,0.4205,1.737,1.006,1.00,190.38,338.49,12.77,2.47,2453441.84
3276600,"       (2005 GA120)",,Y,N,,0.3865,1.287,0.790,12.27,197.78,282.63,40.77,1.78,2453412.12
3276686,"       (2005 GZ128)",,Y,N,,0.1358,0.951,0.822,18.65,203.00,230.62,129.78,1.08,2460478.38
3276917,"       (2005 GK141)",,Y,N,,0.6633,2.784,0.938,14.10,34.24,218.20,352.78,4.63,2453510.52
3276997,"       (2005 GM162)",,Y,N,,0.4935,2.247,1.138,1.97,2.87,258.48,265.72,3.36,2460922.60
3276999,"       (2005 HB)",,Y,N,,0.6068,2.699,1.061,10.01,90.21,132.73,135.93,4.34,2459988.91
3277069,"       (2005 HF)",,Y,N,,0.5532,2.188,0.978,3.80,31.32,143.66,20.74,3.40,2460532.40
3277463,"       (2005 HB4)",,Y,N,,0.2284,1.355,1.046,2.53,83.81,153.28,111.60,1.66,2460421.91
3277464,"       (2005 HC4)",,Y,N,,0.9614,1.824,0.070,8.41,63.76,309.06,341.48,3.58,2453539.80
3277568,"       (2005 JS1)",,Y,N,,0.4174,2.212,1.289,25.35,71.22,159.26,323.40,3.14,2460722.68
3277569,"       (2005 JT1)",,Y,N,,0.3022,1.419,0.990,1.56,65.34,195.59,163.45,1.85,2460320.10
3277570,"       (2005 JU1)",,Y,Y,,0.6863,2.336,0.733,6.07,32.96,269.55,142.53,3.94,2460084.27
3277571,"       (2005 JV1)",,Y,N,,0.4662,1.912,1.021,3.45,216.94,356.61,129.48,2.80,2460253.11
3277639,"       (2005 JN3)",,Y,N,,0.5137,2.188,1.064,9.28,205.85,48.88,345.27,3.31,2453544.88
3277640,"       (2005 JO3)",,Y,N,,0.3309,1.368,0.915,29.11,17.70,294.38,344.40,1.82,2460625.81
3277704,"       (2005 JR5)",,Y,N,,0.1538,1.158,0.980,31.04,49.30,246.89,164.37,1.34,2460392.77
3277815,"       (2005 JB22)",,Y,N,,0.3619,1.063,0.678,15.88,224.49,249.38,70.95,1.45,2453420.59
3277897,"       (2005 JA45)",,Y,N,,0.6254,2.764,1.035,22.41,50.24,188.97,358.30,4.49,2453508.41
3277999,"       (2005 JB46)",,Y,N,,0.2191,1.335,1.042,14.07,48.79,179.30,1.14,1.63,2453498.71
3278000,"       (2005 JD46)",,Y,N,,0.7855,2.645,0.567,18.25,46.07,52.65,203.75,4.72,2461282.30
3278002,"       (2005 JF46)",,Y,N,,0.5378,2.695,1.245,36.13,80.42,197.52,130.38,4.14,2460015.38
3278080,"       (2005 JQ81)",,Y,N,,0.7978,2.615,0.529,16.31,219.64,131.32,188.37,4.70,2461337.07
3278081,"       (2005 JT81)",,Y,N,,0.5935,2.824,1.148,8.52,241.57,22.52,19.24,4.50,2460507.86
3278078,"       (2005 JU81)",,Y,Y,,0.2774,1.116,0.807,17.29,56.31,72.51,240.24,1.43,2460743.77
3278181,"       (2005 JJ91)",,Y,N,,0.5996,2.785,1.115,24.45,66.93,206.21,55.73,4.45,2460337.73
3278182,"       (2005 JZ93)",,Y,N,,0.2410,1.32,1.002,17.64,54.54,202.50,277.50,1.64,2460727.45
3278321,"       (2005 JF108)",,Y,N,,0.7957,1.969,0.402,33.03,69.80,23.80,35.82,3.54,2453404.08
3278402,"       (2005 KA)",,Y,N,,0.2127,0.8411,0.662,2.98,225.20,182.50,259.61,1.02,2460679.07
3278744,"       (2005 KR)",,Y,N,,0.3063,1.139,0.790,21.66,63.34,320.82,224.79,1.49,2460767.31
3278966,"       (2005 KD7)",,Y,N,,0.5557,1.167,0.519,40.09,240.14,137.47,290.86,1.82,2453604.98
3279191,"       (2005 KP9)",,Y,N,,0.3604,1.672,1.069,15.88,83.58,122.18,7.56,2.27,2460583.92
3279221,"       (2005 KJ10)",,Y,Y,,0.5795,1.883,0.792,8.17,81.15,233.99,161.09,2.97,2460178.12
3279270,"       (2005 LC)",,Y,N,,0.1027,1.134,1.018,2.80,69.79,147.08,45.40,1.25,2460544.87
3279271,"       (2005 LD)",,Y,N,,0.3742,1.546,0.968,9.30,83.53,219.55,2.09,2.13,2460596.43
3279375,"       (2005 LM3)",,Y,N,,0.5043,2.065,1.023,9.64,71.39,181.57,191.88,3.11,2461106.55
3279376,"       (2005 LO3)",,Y,N,,0.4729,2.251,1.187,9.41,88.27,174.19,357.73,3.32,2453536.27
3279436,"       (2005 LU3)",,Y,N,,0.3089,1.058,0.731,5.58,80.50,72.10,357.03,1.39,2460603.78
3279435,"       (2005 LV3)",,Y,N,,0.4377,2.21,1.243,7.29,250.68,13.95,322.19,3.18,2460726.51
3279432,"       (2005 LW3)",,Y,Y,,0.4637,1.439,0.772,6.02,59.58,288.68,64.04,2.11,2460488.37
3279464,"       (2005 LV7)",,Y,N,,0.5525,2.436,1.090,8.89,308.92,355.12,26.49,3.78,2460498.33
3279609,"       (2005 LW19)",,Y,N,,0.4565,2.145,1.166,9.57,273.02,359.91,55.27,3.12,2460424.28
3279676,"       (2005 LV30)",,Y,N,,0.7228,2.313,0.641,16.05,123.74,28.69,16.98,3.98,2453477.90
3279740,"       (2005 LX36)",,Y,Y,,0.5754,1.03,0.437,32.97,252.73,239.13,246.11,1.62,2460721.29
3283184,"       (2005 LA37)",,Y,N,,0.2390,1.679,1.278,36.63,276.69,317.73,346.25,2.08,2460630.86
3279827,"       (2005 LQ40)",,Y,N,,0.4684,1.795,0.954,10.58,250.39,70.89,339.71,2.64,2453589.00
3279865,"       (2005 LZ42)",,Y,N,,0.4951,2.099,1.060,7.27,109.51,220.72,110.95,3.14,2460258.16
3279866,"       (2005 MA)",,Y,N,,0.5802,2.035,0.854,2.94,264.88,61.55,221.95,3.22,2461007.09
3279958,"       (2005 MR1)",,Y,N,,0.5535,2.365,1.056,3.29,196.14,93.86,112.17,3.67,2460186.69
3279998,"       (2005 MW1)",,Y,N,,0.5629,2.863,1.251,6.37,321.25,336.99,351.42,4.47,2460642.65
3283217,"       (2005 ME5)",,Y,N,,0.4800,2.028,1.055,5.55,98.78,185.08,357.22,3.00,2453557.66
3283218,"       (2005 MF5)",,Y,N,,0.3818,0.8038,0.497,29.52,98.04,349.75,112.35,1.11,2460518.35
3283219,"       (2005 MG5)",,Y,N,,0.4584,2.146,1.162,6.71,261.07,46.44,39.26,3.13,2460475.29
3283227,"       (2005 MR5)",,Y,N,,0.2958,0.8527,0.600,27.79,263.59,190.55,350.50,1.10,2460608.09
3283245,"       (2005 MW9)",,Y,N,,0.8878,3.572,0.401,55.23,291.63,241.42,319.93,6.74,2460874.96
3283246,"       (2005 ML13)",,Y,N,,0.2461,1.148,0.865,6.85,140.56,220.83,190.05,1.43,2460812.52
3283248,"       (2005 MN13)",,Y,N,,0.3366,1.657,1.099,22.88,104.84,142.87,27.98,2.22,2460539.92
3283250,"       (2005 MP13)",,Y,N,,0.4522,2.15,1.178,7.32,114.79,182.48,38.14,3.12,2460478.51
3283445,"       (2005 NG)",,Y,N,,0.5058,1.782,0.881,8.46,276.23,305.85,19.39,2.68,2453509.69
3283480,"       (2005 NL1)",,Y,N,,0.5154,2.037,0.987,6.49,299.34,302.46,240.11,3.09,2460954.19
3283520,"       (2005 NQ1)",,Y,N,,0.4716,2.095,1.107,9.71,105.80,173.83,1.81,3.08,2453550.92
3283571,"       (2005 NE7)",,Y,Y,,0.6468,2.047,0.723,9.53,80.27,307.04,186.45,3.37,2461116.13
3283679,"       (2005 NE21)",,Y,N,,0.4965,0.7892,0.397,10.63,289.68,194.76,328.97,1.18,2460622.57
3283780,"       (2005 NX39)",,Y,N,,0.8770,2.464,0.303,14.16,121.74,38.16,12.35,4.62,2453516.05
3283781,"       (2005 NY39)",,Y,N,,0.4872,2.255,1.156,2.95,314.31,343.42,242.51,3.35,2461004.15
3283897,"       (2005 NX55)",,Y,N,,0.6146,1.617,0.623,27.30,106.17,276.32,330.68,2.61,2453624.67
3283898,"       (2005 NB56)",,Y,N,,0.4732,1.642,0.865,6.77,112.12,114.48,79.25,2.42,2460431.29
3283947,"       (2005 NG56)",,Y,N,,0.6486,2.8,0.984,16.71,114.56,150.29,5.00,4.62,2453543.72
3283948,"       (2005 ND63)",,Y,N,,0.3026,1.36,0.949,8.51,289.31,313.44,83.51,1.77,2460466.08
3283950,"       (2005 NJ63)",,Y,N,,0.4223,0.8693,0.502,26.55,120.84,1.74,83.88,1.24,2460531.52
3284922,"       (2005 OW)",,Y,N,,0.5958,2.676,1.082,1.62,270.14,64.01,138.12,4.27,2459987.05
3284923,"       (2005 OX)",,Y,Y,,0.6177,1.331,0.509,7.62,323.60,100.47,141.84,2.15,2460379.46
3285074,"       (2005 OV1)",,Y,N,,0.3082,1.556,1.076,13.21,128.02,235.69,295.83,2.04,2460726.86
3285075,"       (2005 OX1)",,Y,N,,0.4972,2.166,1.089,5.86,94.90,226.40,5.20,3.24,2460583.69
3285183,"       (2005 OR2)",,Y,N,,0.5544,2.047,0.912,3.71,277.02,335.25,14.35,3.18,2453539.84
3285184,"       (2005 OT2)",,Y,N,,0.4799,2.051,1.067,27.30,308.42,325.11,11.30,3.04,2453550.82
3285304,"       (2005 OD3)",,Y,Y,,0.6032,2.372,0.941,16.20,323.72,38.34,81.81,3.80,2460297.30
3285299,"       (2005 OE3)",,Y,Y,,0.4285,1.567,0.896,25.37,321.02,58.43,256.01,2.24,2460807.45
3285302,"       (2005 OF3)",,Y,N,,0.5851,2.39,0.991,3.28,173.97,94.99,86.84,3.79,2460275.03
3285300,"       (2005 OG3)",,Y,N,,0.4854,2.174,1.119,5.74,141.85,206.37,346.83,3.23,2460643.32
3285301,"       (2005 OH3)",,Y,N,,0.1700,1.239,1.028,4.75,128.20,187.01,338.32,1.45,2460630.85
3285298,"       (2005 OK3)",,Y,N,,0.5011,2.145,1.070,7.71,134.70,189.47,38.64,3.22,2460477.36
3288433,"       (2005 PP)",,Y,N,,0.4756,2.191,1.149,10.15,304.49,358.29,335.42,3.23,2460681.37
3288440,"       (2005 PH2)",,Y,N,,0.6043,1.423,0.563,5.76,96.38,343.59,55.58,2.28,2460504.73
3288478,"       (2005 PA5)",,Y,Y,,0.2269,1.322,1.022,15.33,133.04,149.05,250.29,1.62,2460769.60
3288605,"       (2005 PX16)",,Y,N,,0.4540,2.181,1.191,11.10,122.64,199.71,343.39,3.17,2460654.77
3288622,"       (2005 PA17)",,Y,N,,0.5726,2.312,0.988,2.54,125.39,232.41,157.64,3.64,2460038.15
3288779,"       (2005 QC)",,Y,N,,0.7732,1.801,0.409,13.79,79.86,12.27,310.88,3.19,2460721.00
3288788,"       (2005 QL)",,Y,N,1.847,0.5018,2.446,1.219,10.72,104.95,290.73,335.98,3.67,2460693.72
3288853,"       (2005 QA5)",,Y,N,,0.2114,1.39,1.096,6.80,93.30,264.60,230.17,1.68,2460816.43
3288854,"       (2005 QB5)",,Y,N,,0.2517,1.122,0.840,13.65,149.92,93.83,100.26,1.40,2460479.55
3288932,"       (2005 QN11)",,Y,N,,0.4029,2.174,1.298,5.64,223.67,135.42,343.24,3.05,2460655.01
3288931,"       (2005 QO11)",,Y,N,,0.5096,2.449,1.201,45.18,163.02,231.34,338.71,3.70,2460683.31
3288933,"       (2005 QP11)",,Y,N,,0.1759,0.9755,0.804,3.96,334.80,119.90,208.59,1.15,2460748.50
3288934,"       (2005 QQ11)",,Y,N,,0.4534,2.169,1.186,5.14,337.28,41.81,341.04,3.15,2460661.94
3289053,"       (2005 QG30)",,Y,N,,0.2124,1.554,1.224,7.04,341.05,351.22,321.31,1.88,2460676.51
3289054,"       (2005 QQ30)",,Y,N,,0.5453,1.755,0.798,11.23,67.85,173.61,113.52,2.71,2460332.72
3289125,"       (2005 QK76)",,Y,N,,0.5176,1.398,0.674,22.87,337.59,266.11,36.21,2.12,2453552.81
3289126,"       (2005 QL76)",,Y,N,,0.4424,2.211,1.233,5.89,327.65,54.72,282.05,3.19,2460860.49
3289172,"       (2005 QP87)",,Y,N,,0.1752,1.233,1.017,0.27,327.47,7.33,352.93,1.45,2460610.31
3289173,"       (2005 QQ87)",,Y,N,,0.3017,1.001,0.699,33.97,155.00,54.85,134.94,1.30,2460463.29
3289174,"       (2005 QR87)",,Y,N,,0.4254,2.137,1.228,8.60,354.04,346.21,47.29,3.05,2460450.59
3289175,"       (2005 QF88)",,Y,N,,0.4581,2.256,1.223,7.01,180.20,176.51,228.45,3.29,2461052.86
3289176,"       (2005 QG88)",,Y,N,,0.4935,1.729,0.876,11.31,344.52,273.53,185.66,2.58,2461002.51
3289740,"       (2005 QX151)",,Y,N,,0.4727,2.296,1.211,7.93,359.61,37.06,161.07,3.38,2460032.00
3289742,"       (2005 QZ151)",,Y,Y,,0.5797,1.938,0.814,4.85,20.70,63.20,3.60,3.06,2460590.65
3290340,"       (2005 QR173)",,Y,N,,0.5109,2.387,1.168,4.34,246.33,78.08,68.16,3.61,2460345.41
3291164,"       (2005 QS176)",,Y,N,,0.4749,2.218,1.165,8.49,174.86,201.93,273.78,3.27,2460889.48
3289177,"       (2005 RA)",,Y,N,,0.6661,2.593,0.866,4.46,321.90,80.26,349.69,4.32,2453660.19
3289178,"       (2005 RB)",,Y,N,,0.4731,2.196,1.157,17.74,170.90,196.84,308.66,3.23,2460770.01
3289351,"       (2005 RJ)",,Y,N,,0.6647,2.58,0.865,6.34,141.49,255.21,350.28,4.30,2453658.38
3289738,"       (2005 RD1)",,Y,N,,0.5086,2.635,1.295,10.39,279.54,8.43,189.76,3.98,2461339.42
3289743,"       (2005 RZ2)",,Y,N,,0.1032,1.106,0.992,13.16,154.94,280.26,68.47,1.22,2460519.69
3289744,"       (2005 RA3)",,Y,N,,0.3265,1.462,0.984,6.76,176.09,233.78,255.42,1.94,2460788.01
3289739,"       (2005 RB3)",,Y,N,,0.3937,0.8776,0.532,36.11,165.83,320.41,341.11,1.22,2460616.25
3289745,"       (2005 RJ3)",,Y,N,,0.5301,2.291,1.077,8.80,345.78,12.22,180.14,3.51,2461233.42
3289746,"       (2005 RK3)",,Y,N,,0.1849,1.247,1.016,3.72,342.65,18.32,247.48,1.48,2460759.48
3289928,"       (2005 RW3)",,Y,N,,0.6430,2.111,0.754,2.73,49.39,218.91,19.65,3.47,2453568.33
3289929,"       (2005 RX3)",,Y,N,,0.5293,1.527,0.719,16.85,0.05,74.33,11.05,2.33,2460579.35
3290081,"       (2005 RP6)",,Y,N,,0.5772,2.278,0.963,12.52,350.86,287.42,214.72,3.59,2461107.38
3290407,"       (2005 RV24)",,Y,N,,0.8821,1.506,0.177,36.16,166.25,33.54,146.91,2.83,2460325.13
3290632,"       (2005 RO33)",,Y,N,,0.4083,1.925,1.139,7.31,112.44,234.38,59.44,2.71,2460439.43
3290808,"       (2005 RC34)",,Y,Y,,0.5132,2.061,1.003,10.77,290.93,36.17,167.61,3.12,2460097.48
3290809,"       (2005 RD34)",,Y,N,,0.2647,1.327,0.975,19.92,175.52,102.11,233.10,1.68,2460797.22
3290856,"       (2005 SC)",,Y,N,,0.6623,2.257,0.762,6.61,280.96,156.70,208.85,3.75,2461120.48
3290880,"       (2005 SL)",,Y,N,,0.2984,1.126,0.790,6.17,176.29,289.74,288.49,1.46,2453725.21
3291099,"       (2005 SO1)",,Y,N,,0.5768,2.17,0.919,5.23,359.01,315.44,12.68,3.42,2453601.37
3291100,"       (2005 SP1)",,Y,N,,0.6680,2.377,0.789,5.98,180.19,109.64,14.91,3.97,2453588.07
3291101,"       (2005 SQ1)",,Y,N,,0.4123,1.737,1.021,6.41,176.94,161.75,127.74,2.45,2460303.71
3291103,"       (2005 SS1)",,Y,N,,0.5141,1.981,0.963,2.87,179.16,142.72,13.19,3.00,2453605.17
3291165,"       (2005 SR4)",,Y,N,,0.4737,2.187,1.151,6.83,357.72,333.03,334.47,3.22,2460684.25
3291167,"       (2005 ST4)",,Y,N,,0.5549,2.361,1.051,4.99,168.90,231.34,82.95,3.67,2460295.28
3291168,"       (2005 SV4)",,Y,N,,0.5969,2.398,0.967,8.11,173.51,141.66,56.59,3.83,2460387.30
3291169,"       (2005 SW4)",,Y,N,,0.5383,2.703,1.248,6.85,10.22,64.90,86.71,4.16,2460209.49
3291170,"       (2005 SX4)",,Y,N,,0.5767,2.725,1.154,3.54,171.00,250.18,71.52,4.30,2460274.01
3291224,"       (2005 SP9)",,Y,N,,0.6239,0.8657,0.326,27.74,354.80,228.15,315.17,1.41,2460637.13
3291225,"       (2005 SQ9)",,Y,N,,0.3565,1.444,0.929,4.04,6.76,280.44,35.44,1.96,2460538.13
3291227,"       (2005 SW9)",,Y,N,,0.5842,2.053,0.854,15.71,226.67,194.46,346.29,3.25,2453681.44
3291298,"       (2005 SJ19)",,Y,N,,0.3820,1.566,0.968,18.45,10.74,311.93,21.56,2.16,2453603.61
3291347,"       (2005 SM25)",,Y,N,,0.4869,2.152,1.104,6.82,193.38,148.79,15.87,3.20,2460549.66
3291349,"       (2005 SG26)",,Y,N,,0.5944,2.482,1.007,5.92,184.97,207.81,355.00,3.96,2453665.33
3291350,"       (2005 SH26)",,Y,N,,0.3115,1.098,0.756,22.41,193.96,35.88,317.02,1.44,2460650.64
3291351,"       (2005 SJ26)",,Y,N,,0.5824,2.48,1.036,3.55,38.97,343.73,312.98,3.92,2460786.85
3291352,"       (2005 SK26)",,Y,N,,0.4653,1.788,0.956,2.15,172.23,229.20,334.90,2.62,2460661.39
3292013,"       (2005 SY70)",,Y,N,,0.5402,2.282,1.049,1.44,19.10,358.59,358.09,3.51,2453653.17
3292014,"       (2005 SZ70)",,Y,N,,0.4408,1.622,0.907,3.72,198.77,118.24,97.40,2.34,2460396.30
3292011,"       (2005 SD71)",,Y,N,,0.3027,1.543,1.076,5.17,40.77,354.64,321.78,2.01,2460674.85
3292015,"       (2005 TA)",,Y,N,,0.2505,1.281,0.960,2.78,13.84,34.60,24.61,1.60,2460564.29
3292017,"       (2005 TC)",,Y,N,,0.7184,3.691,1.039,14.92,9.15,321.97,4.90,6.34,2453612.21
3292018,"       (2005 TD)",,Y,N,,0.3214,1.44,0.977,24.55,11.84,47.28,336.16,1.90,2453690.29
3292019,"       (2005 TE)",,Y,N,,0.5805,1.759,0.738,6.53,13.08,270.56,26.54,2.78,2453583.66
3292020,"       (2005 TF)",,Y,N,,0.4559,1.964,1.068,3.62,26.36,43.60,310.39,2.86,2460738.99
3292344,"       (2005 TL)",,Y,N,,0.4577,2.366,1.283,5.13,182.85,164.26,87.75,3.45,2460276.50
3292261,"       (2005 TM)",,Y,N,,0.4172,0.8412,0.490,5.22,8.67,151.90,240.49,1.19,2453741.04
3292262,"       (2005 TN)",,Y,N,,0.3010,1.766,1.235,16.85,13.27,313.40,63.11,2.30,2460450.20
3292263,"       (2005 TP)",,Y,Y,,0.5884,2.279,0.938,7.88,86.38,353.71,174.00,3.62,2459993.11
3292264,"       (2005 TR)",,Y,N,,0.3032,1.558,1.086,11.83,16.05,349.34,286.74,2.03,2460745.06
3292345,"       (2005 TB15)",,Y,N,,0.7547,1.813,0.445,7.32,9.27,139.44,235.38,3.18,2460909.12
3292347,"       (2005 TF15)",,Y,N,,0.6561,2.292,0.788,15.98,76.23,7.05,159.45,3.80,2460039.17
3292767,"       (2005 TP15)",,Y,N,,0.2804,1.343,0.967,14.88,187.16,143.33,22.22,1.72,2453612.40
3292769,"       (2005 TS15)",,Y,Y,,0.3529,1.26,0.816,34.00,16.19,106.09,90.55,1.71,2460470.49
